id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8044452,Top Modern apt in the middle of Stockholm City,41359832,Fia,,Norrmalms,59.33517,18.06689,Private room,1176,180,22,2019-08-28,0.29,1,69,0,
8141428,House close to both city and nature,41799219,Fredrik,,Skarpnäcks,59.27464,18.11547,Entire home/apt,1200,6,26,2022-06-17,0.36,1,63,5,
8195903,Mysig lägenhet i hjärtat av Söder,38665479,Cilla,,Södermalms,59.31498,18.09054,Entire home/apt,1300,2,64,2020-01-26,0.78,1,231,0,
8246489,Charmig lägenhet på heta Hornstull,21086748,Morgan,,Södermalms,59.31968,18.03455,Entire home/apt,895,4,8,2022-05-15,0.13,1,4,1,
8246790,Room in apartment near Stockholm C,43182085,Per,,Hägersten-Liljeholmens,59.30717,18.02712,Private room,300,2,123,2020-08-26,1.49,1,0,0,
8265116,A lovely room is ready to welcome you or a couple,40987421,Faraz,,Spånga-Tensta,59.39057,17.9079,Private room,300,1,0,,,1,155,0,
8321365,"Stunning view, beaches, central & kids friendly",34018543,DJuliette,,Kungsholmens,59.33945,18.01165,Private room,1054,3,31,2021-08-10,0.38,2,351,1,
8363979,"Stunning view, beaches,central familyfriendly home",34018543,DJuliette,,Kungsholmens,59.33929,18.01169,Entire home/apt,1496,3,20,2022-05-09,0.25,2,207,7,
8394112,Apartment in the city of Stockholm,24280742,Sweden_92,,Södermalms,59.30716,18.08036,Entire home/apt,1074,1,27,2022-06-21,0.33,1,305,1,
8406721,"Loft in cosy apartment, Old Town",18574350,Stanley,,Södermalms,59.32482,18.06783,Private room,736,3,157,2022-06-22,1.91,1,17,14,
8425805,Södermalm Stockholm,44372605,Irma,,Södermalms,59.3147,18.04227,Private room,330,3,223,2022-06-20,2.71,1,0,23,
8510114,"GREAT located/central nice room, trendy Södermalm",44813548,Martin,,Södermalms,59.31746,18.05034,Private room,499,13,31,2021-09-30,0.42,2,266,1,
8544117,26sqm City Central w Queensize bed,44980530,Joel,,Norrmalms,59.34669,18.05485,Entire home/apt,1057,500,2,2015-11-08,0.02,1,365,0,
8559978,"Spacious, cozy townhouse close to the city center",45053107,Natalie,,Enskede-Årsta-Vantörs,59.28787,18.09326,Entire home/apt,1500,2,113,2022-06-12,1.43,1,0,6,
8573261,Beautiful 1920s house close to city & inter. fair,17536791,Martin,,Älvsjö,59.28614,18.02512,Entire home/apt,2618,1,21,2022-06-04,0.26,1,341,3,
8577498,Beautiful house with jacuzzi. Near underground.,25634044,Therese,,Hässelby-Vällingby,59.368,17.82616,Entire home/apt,1400,4,10,2021-07-27,0.13,1,238,2,
8698364,Great Junior 1 bedroom apartment,17371921,Matt,,Kungsholmens,59.33652,18.03047,Entire home/apt,1095,1,37,2022-06-22,0.50,3,198,8,
8714931,Charming apartment Hornstull,37776080,Cecilia,,Södermalms,59.31793,18.03531,Entire home/apt,2500,4,13,2021-07-21,0.16,1,0,2,
8716879,New apartment 10 min from the city center.,3397079,Angélica,,Östermalms,59.35884,18.09265,Entire home/apt,1550,2,6,2022-06-23,0.19,1,252,4,
8727391,Lovely 1 bedroom apartment,6192702,Susanna,,Östermalms,59.34874,18.09791,Entire home/apt,1046,1,371,2022-06-11,4.56,3,332,36,
8750376,Old Town - magnificent duplex,5221733,Helena,,Södermalms,59.32642,18.07043,Entire home/apt,2800,3,103,2020-02-06,1.27,1,118,0,
8873220,"Perfect location, 1 bdr Södermalm",16487180,Johanna,,Södermalms,59.31183,18.07831,Entire home/apt,1300,3,40,2022-04-19,0.52,1,69,7,
8936300,A very central 92 m2 apartment,46720316,Astrid,,Kungsholmens,59.32861,18.02825,Entire home/apt,1700,3,29,2021-08-25,0.36,1,31,4,
9008724,"Apartment in midsommarkransen, Stockholm",34476895,Malin,,Hägersten-Liljeholmens,59.30193,18.01347,Private room,550,2,45,2019-09-11,0.58,1,297,0,
9040921,Bright modern apartment in central Stockholm,19697299,Ebba,,Östermalms,59.34948,18.06202,Entire home/apt,899,3,28,2022-03-21,0.35,1,294,1,
9127269,"Södermalm, lovely view of Stockholm",32777131,Tore,,Södermalms,59.31769,18.05687,Entire home/apt,1750,1,145,2022-06-24,1.79,2,159,12,
9156460,"Central cozy apartment, nice view.",19136737,Silvia,,Östermalms,59.34957,18.0942,Shared room,364,1,10,2016-05-30,0.12,1,0,0,
9223546,Historical Cottage in Kristineberg Castle,47957752,Kimberly,,Kungsholmens,59.33435,18.00489,Entire home/apt,990,3,75,2019-12-21,0.95,1,0,0,
9233181,"Charming, recently renovated house",47994974,Emelie,,Enskede-Årsta-Vantörs,59.27929,18.08308,Entire home/apt,1050,5,6,2021-08-07,0.08,1,0,1,
9243174,Luxury apartment in Stockholm,48039312,Magnus,,Östermalms,59.34045,18.08796,Entire home/apt,3552,2,79,2020-02-08,1.08,1,217,0,
9268145,Cosy 89m2 in SOFO with altana 40m2,48140673,Carl Elon,,Södermalms,59.31438,18.08123,Entire home/apt,5834,7,42,2022-06-02,0.56,1,315,7,
9268164,Newly refurbished in Old Town,48139894,Elisabeth,,Södermalms,59.32508,18.0713,Entire home/apt,1900,3,159,2022-06-14,1.98,1,100,10,
9271383,cosy and colorful apartment,23216819,Ramou,,Rinkeby-Tensta,59.41858,17.91222,Entire home/apt,900,3,45,2022-06-04,0.56,1,245,2,
9309241,Ljuvligt boende nära city,47125076,Lotta,,Östermalms,59.3398,18.08239,Private room,551,2,8,2021-12-16,0.37,1,3,7,
9380854,One big room in a big nice flat,31717785,Giovanna,,Skarpnäcks,59.28802,18.11356,Private room,440,2,49,2021-09-18,0.61,2,2,2,
9400718,Beautiful apartment Södermalm,47005383,Ann,,Södermalms,59.31035,18.07417,Entire home/apt,913,1,62,2021-08-15,0.77,1,1,2,
9414156,Beautiful 2-room city apartment of 60 sqm,48810564,Oscar,,Östermalms,59.34204,18.08446,Entire home/apt,6000,2,15,2018-07-04,0.25,1,358,0,
9527477,Beautiful heirloom apartment,21739281,Caroline,,Södermalms,59.318,18.06321,Entire home/apt,1299,4,31,2020-07-18,0.40,1,0,0,
9535563,Spacious flat in Stockholm!,49393802,Johanna,,Skarpnäcks,59.27704,18.13214,Entire home/apt,464,1,5,2022-06-07,0.06,1,176,1,
9552675,"Villa in kid friendly  area,  close to metro",36264420,Sam,,Bromma,59.35131,17.89432,Entire home/apt,1690,3,0,,,1,33,0,
9583149,Soligt vindsrum,3945180,Carin,,Bromma,59.32487,17.94416,Private room,550,7,40,2022-06-04,0.51,4,268,3,
9583194,"Light 2 room apt, Södermalm",44515303,Terese,,Södermalms,59.31407,18.08525,Entire home/apt,2000,3,16,2019-06-14,0.20,1,144,0,
9611111,Nice room in well-planned apartment,49727779,Nils,,Hägersten-Liljeholmens,59.30934,17.99478,Private room,418,2,47,2022-06-21,0.84,2,184,2,
9701808,Spacious & family friendly,18072325,Elin,,Enskede-Årsta-Vantörs,59.3032,18.03913,Entire home/apt,950,3,16,2022-04-18,0.20,1,5,4,
9702176,Perfectly located villa near beach,25794487,Sören,,Bromma,59.31958,17.96178,Entire home/apt,1850,5,20,2021-08-05,0.28,2,0,2,
9710645,"Apartment on Kungholmen, Stockholm",15418499,Oscar,,Kungsholmens,59.33108,18.0026,Entire home/apt,700,3,20,2021-12-29,0.26,1,0,1,
9790887,Lägenhet på kungsholmsstrand 137,50461262,Nebil,,Kungsholmens,59.33653,18.03022,Entire home/apt,800,90,0,,,1,365,0,
9954618,Top location in Stockholm,50384333,Carima,,Östermalms,59.33458,18.08692,Entire home/apt,650,100,50,2021-08-28,0.63,1,1,3,
9981086,Cozy & trendy 48 sq. m in SoFo,50888030,Ronja,,Södermalms,59.30861,18.0841,Entire home/apt,1600,4,26,2022-04-14,0.35,1,160,6,
10014343,3 room apartment in Stockholm city,13216215,Nicole,,Södermalms,59.31693,18.04944,Entire home/apt,2000,2,7,2016-08-30,0.09,1,345,0,
10048295,3 rok 90 kvm på Södermalm i Stockholms city,51574378,Jeanette,,Norrmalms,59.33898,18.03699,Entire home/apt,1500,2,140,2022-05-29,1.77,1,9,14,
10092882,New apt. in center of Stockholm,51790479,Olga,,Södermalms,59.30977,18.08186,Entire home/apt,943,2,436,2022-06-22,5.51,1,124,60,
10096658,Central Hip Stockholm Area Old-Fashioned Apartment,51812650,André,,Södermalms,59.31974,18.03449,Entire home/apt,1091,8,40,2022-06-10,0.51,1,0,15,
10100769,Sunny room next to garden,3945180,Carin,,Bromma,59.32444,17.94607,Private room,550,7,10,2021-12-22,0.14,4,263,1,
10102020,Luxurious loft in trendy Södermalm,4517261,Olof,,Södermalms,59.31844,18.07176,Entire home/apt,1750,2,43,2020-07-26,0.54,1,0,0,
10126623,Lovely home with a swimming pool!,2626332,Martin,,Hägersten-Liljeholmens,59.29355,17.95893,Entire home/apt,3551,4,30,2022-01-02,0.40,1,189,4,
10128038,luxurious living in the city centre,51976843,Deb,,Norrmalms,59.33693,18.06671,Entire home/apt,2276,7,8,2021-01-31,0.11,1,286,0,
10222510,Charming Old Town Studio flat - IRMELI,8547277,Tom,,Södermalms,59.32497,18.07209,Entire home/apt,1269,2,309,2022-06-15,3.96,6,255,55,
10333190,Nice room w. private bathroom,33041499,Karin,,Södermalms,59.30986,18.10551,Private room,450,2,127,2022-06-10,1.68,1,0,13,
10337821,Top floor at Medborgarplatsen,17484647,Simon,,Södermalms,59.31413,18.07578,Entire home/apt,1522,4,42,2022-06-18,0.54,1,278,13,
10353547,"Villa Stockholm, 900 meters to Globe Arena,",5017320,Dan,,Enskede-Årsta-Vantörs,59.28377,18.07964,Entire home/apt,3101,5,26,2021-11-08,0.35,1,20,1,
10435674,Large room with balcony,27434315,Alexander,,Enskede-Årsta-Vantörs,59.29703,18.05029,Private room,1495,1,5,2019-05-05,0.07,1,89,0,
10449055,Saras krypin,53831997,Sara,,Hässelby-Vällingby,59.36922,17.86368,Private room,290,2,12,2022-01-03,0.35,1,0,4,
10497074,Beautiful apartment down town Sthlm,12508887,Daniel,,Norrmalms,59.338,18.05016,Entire home/apt,4869,7,5,2019-08-08,0.07,1,18,0,
10508633,Quiet green area in Enskede with Forest View,42904920,Soile,,Farsta,59.26732,18.07753,Private room,390,2,22,2020-03-08,0.51,1,82,0,
10579009,Gustavia Apartments Floor 5,34891784,Gustavia,,Södermalms,59.32224,18.07241,Entire home/apt,1350,3,92,2022-06-06,1.17,2,262,17,
10591986,Familjevänlig lägenhet nära naturen,54647264,Johan,,Skarpnäcks,59.28032,18.11773,Entire home/apt,1381,5,2,2018-06-22,0.03,1,0,0,
10603742,Lovely 2bd in woodsy neighborhood.,54712582,Angela,,Hägersten-Liljeholmens,59.29416,17.96412,Private room,320,1,13,2019-09-17,0.17,1,236,0,
10668557,"Ljus och mysig 1,5 i Årsta Sthlm",29860128,Klara,,Enskede-Årsta-Vantörs,59.30031,18.06217,Entire home/apt,835,2,3,2018-05-07,0.04,1,0,0,
10673822,Barnvänlig lägenhet på Södermalm,55134895,Clara,,Södermalms,59.30768,18.08655,Entire home/apt,2000,5,0,,,1,39,0,
10759255,Exclusive modern apartment on best location,55639207,Axel,,Östermalms,59.33908,18.0847,Entire home/apt,900,7,19,2022-04-02,0.26,1,3,3,
10806357,"4,5 room flat in Stockholm,Vasastan",55574628,Malin,,Norrmalms,59.34129,18.02878,Entire home/apt,2100,60,7,2020-01-05,0.09,1,0,0,
10820875,Modern townhouse in Stockholm,8298314,Mikaela,,Skarpnäcks,59.28183,18.11083,Entire home/apt,2200,5,16,2022-06-19,0.22,1,30,4,
10845022,Room on central Södermalm,56169674,Jonatan,,Södermalms,59.30833,18.06592,Private room,406,4,65,2022-06-11,1.35,1,84,17,
10847404,Cosy house close to city center,13088570,Manne,,Enskede-Årsta-Vantörs,59.28403,18.08674,Entire home/apt,2514,3,38,2021-08-14,0.51,1,0,2,
10848621,"1 Bedroom Apartment, Great Location",56182604,Karl,,Östermalms,59.33815,18.07965,Entire home/apt,1100,6,9,2022-05-02,0.12,1,29,3,
10925354,Villa with pool close to Stockholm City,56633409,Tobias,,Enskede-Årsta-Vantörs,59.28535,18.08417,Entire home/apt,7000,3,31,2019-08-25,0.43,1,23,0,
10935307,Lovely sunny house near Stockholm C,37339398,Hanna,,Spånga-Tensta,59.37251,17.92467,Entire home/apt,2673,5,12,2019-08-26,0.17,1,274,0,
10985495,Central cozy and luxurious,33826854,A & E,,Kungsholmens,59.33956,18.00262,Private room,1500,1,2,2016-06-19,0.03,1,0,0,
11001539,Cool and hormoni.,57088351,Nasim,,Bromma,59.36652,17.94817,Private room,695,2,58,2020-03-15,0.78,1,362,0,
11001675,Hörnlägenhet med två balkonger,3321577,Kajsa,,Skarpnäcks,59.29774,18.09927,Entire home/apt,800,5,7,2016-09-13,0.09,1,175,0,
11109733,City Location With Courtyard Access,57713180,Katja,,Norrmalms,59.33732,18.0497,Entire home/apt,2600,4,27,2022-01-02,0.37,1,128,2,
11122519,Unikt läge i Stockholm! Lugnt och nära till allt!,57790196,Christian,,Kungsholmens,59.3298,18.04492,Entire home/apt,3500,2,19,2022-06-07,0.27,1,177,8,
11128397,Lovely home close to Stockholm Fair & city centre.,34457204,Birgitta,,Enskede-Årsta-Vantörs,59.28345,18.04256,Entire home/apt,1179,3,6,2022-06-06,0.08,1,128,1,
11215840,Charming 2 room apartment Södermalm,58430634,Katarina,,Södermalms,59.3092,18.07045,Entire home/apt,650,6,12,2021-07-18,0.16,1,0,1,
11265066,Nice apartment in quiet area!,11896387,Disa,,Enskede-Årsta-Vantörs,59.28637,18.09779,Entire home/apt,1629,4,17,2022-04-18,0.23,1,7,5,
11290723,Stylish 2bed in trendy Aspudden,58902147,Ulrika,,Hägersten-Liljeholmens,59.31094,18.00398,Entire home/apt,1200,2,15,2019-09-10,0.20,1,16,0,
11353250,Cozy and light room,1724256,Armin,,Rinkeby-Tensta,59.39756,17.93811,Private room,500,90,5,2022-03-31,0.07,3,176,1,
11367002,Share apartment close to city,4964311,Sandra,,Enskede-Årsta-Vantörs,59.29956,18.07609,Shared room,628,2,20,2022-06-05,0.27,1,68,7,
11374367,Modern .,59621138,Natalia,,Hägersten-Liljeholmens,59.28199,17.96046,Private room,700,1,0,,,2,0,0,
11384204,Stockholm - Child-friendly townhouse,59699325,Robert,,Hässelby-Vällingby,59.3748,17.81851,Entire home/apt,990,2,10,2018-07-24,0.13,1,0,0,
11436183,Kungsholmen - 2 rok,6592625,Sanna,,Kungsholmens,59.32825,18.04599,Entire home/apt,571,1,1,2016-03-30,0.01,2,0,0,
11475311,Beautiful room in the heart of Sthlm,60382217,Maria,,Norrmalms,59.33797,18.05992,Private room,595,30,27,2021-11-21,0.35,1,1,7,
11508204,Natur och miljö med sjö & parken i stan .,59621138,Natalia,,Hägersten-Liljeholmens,59.28354,17.95932,Private room,700,1,1,2018-05-26,0.02,2,363,0,
11509509,Perfect apartement for families,59705124,Esbjörn,,Norrmalms,59.33822,18.04569,Entire home/apt,1600,6,13,2022-05-31,0.17,1,14,5,
11522279,Bright room in central Aspudden,60747298,Myrtha,,Hägersten-Liljeholmens,59.30524,18.00179,Private room,450,1,13,2022-05-07,0.21,1,44,6,
11558511,Family apartment 5 rooms Södermalm,2695728,Rickard & Frida,,Södermalms,59.31147,18.06168,Entire home/apt,1800,5,10,2019-08-05,0.14,1,61,0,
11564969,"A Unique City Penthouse with View , Terrace&Tower",61089267,Eva,,Östermalms,59.34421,18.08019,Private room,950,120,13,2018-04-03,0.18,1,51,0,
11565431,Studio in the heart of Södermalm!,15984526,Sofie,,Södermalms,59.31309,18.08232,Entire home/apt,1200,1,5,2019-07-22,0.07,1,236,0,
11582170,Romantic one bedroom apartment: Charm,31783855,Residence,,Södermalms,59.32531,18.07329,Entire home/apt,1916,2,32,2022-05-05,0.45,8,263,8,
11716750,Nice house with pool near the city,62297259,Charlotte,,Skarpnäcks,59.27754,18.11499,Entire home/apt,2500,7,9,2019-07-19,0.12,1,0,0,
11757293,Central modern 1 bedroom apartment!,62560122,Hanna,,Hägersten-Liljeholmens,59.29942,18.00219,Entire home/apt,425,3,8,2017-09-21,0.11,1,0,0,
11914912,Charming apartment in Södermalm,6290283,Lina,,Södermalms,59.31176,18.05942,Entire home/apt,900,4,30,2022-01-03,0.39,1,0,3,
11960750,A cozy one room apartment in central Stockholm,63879185,Minna,,Kungsholmens,59.33491,18.02309,Entire home/apt,747,3,42,2022-05-28,0.57,1,9,14,
11989275,SOFO Södermalm with balcony,39326089,Ahmed,,Södermalms,59.30924,18.07668,Private room,1074,1,58,2022-06-22,0.77,1,357,12,
11998797,"Accomodation in Stockholm, Gamla Enskede",29847054,Maria,,Enskede-Årsta-Vantörs,59.28035,18.0883,Entire home/apt,3000,1,4,2022-05-29,2.73,1,180,4,
12046135,Cozyroom close to downtown withWifi,17865870,Jojo,,Hägersten-Liljeholmens,59.31532,18.01162,Private room,450,3,66,2021-10-05,0.89,1,294,1,
12148806,Budget Bedroom Sandsborg Guesthouse  City close,65225221,Eva,,Enskede-Årsta-Vantörs,59.28522,18.09285,Private room,450,7,51,2022-06-19,0.79,3,63,4,
12189161,Top floor with sea view - Close to Everything!,65179917,Teresa,,Kungsholmens,59.32907,18.03532,Private room,800,3,7,2017-09-05,0.09,1,233,0,
12206219,Lovely house close to Globen!,65638565,Jerker,,Enskede-Årsta-Vantörs,59.28333,18.06856,Entire home/apt,3000,6,24,2021-08-07,0.32,1,189,2,
12226100,Charm in the heart of Södermalm!,27588271,Fredrik,,Södermalms,59.31865,18.06107,Entire home/apt,2074,4,16,2019-07-14,0.22,1,78,0,
12240824,Dreamy apartment in the older parts of Stockholm,65877763,Leonard,,Södermalms,59.31986,18.06524,Entire home/apt,1500,6,21,2022-01-02,0.29,1,37,2,
12249965,Excellent living in trendiest area!,11211418,Alexandra,,Södermalms,59.31937,18.03448,Entire home/apt,1600,3,27,2021-10-24,0.36,1,59,2,
12272399,Cozy studio - best location inSOFO,1436617,Anna,,Södermalms,59.30997,18.07997,Entire home/apt,1200,28,21,2017-10-15,0.28,1,0,0,
12315671,Charming and clean family house!,11473597,Karin,,Farsta,59.27431,18.0745,Entire home/apt,2500,4,4,2021-08-12,0.09,1,338,1,
12328915,Charming house close to Stockholm.,53959406,Madeleine,,Bromma,59.32336,17.95211,Entire home/apt,2800,5,3,2022-06-04,0.05,1,315,2,
12382242,Large Sunny Room in Kristineberg,66925518,Anita,,Kungsholmens,59.33646,17.99869,Private room,390,3,78,2018-04-18,1.07,1,0,0,
12449784,Stylish & quiet apartment. No cleaning fees!,67356754,Jenny,,Hägersten-Liljeholmens,59.29285,17.99254,Entire home/apt,800,2,40,2022-06-18,1.01,1,0,12,
12462178,Large 30 sqm room with toilet,1724256,Armin,,Rinkeby-Tensta,59.39643,17.93975,Private room,500,60,2,2022-01-31,0.20,3,177,2,
12462453,Furnished room for renting,67439327,Ben,,Östermalms,59.35436,18.09047,Entire home/apt,4999,1,0,,,1,0,0,
12502840,Room  in a beutifull villa,57526036,Caroline,,Farsta,59.27631,18.0726,Entire home/apt,800,2,86,2019-09-14,1.16,1,87,0,
12511760,Nice apartment in Stockholm,67759750,Kamilla,,Hägersten-Liljeholmens,59.30449,17.96172,Entire home/apt,1562,3,32,2021-12-27,0.43,1,27,1,
12556116,Charming villa close to city,29298842,Patrik,,Hägersten-Liljeholmens,59.29967,17.99006,Entire home/apt,3000,14,2,2017-01-02,0.03,1,75,0,
12608789,"Mysig lägenhet i lugnt område, 3 min till t-bana",60260537,Magdalena,,Bromma,59.349660585303894,17.884180615537627,Entire home/apt,800,1,0,,,1,21,0,
12635870,Stunning Designer Apartment in the Heart of Stockholm,68620876,Inger,,Norrmalms,59.34464,18.06084,Entire home/apt,3100,4,51,2022-05-26,0.70,1,259,6,
12636818,Cityradhus med takterass,7651956,Gabriella,,Enskede-Årsta-Vantörs,59.28855,18.09485,Entire home/apt,852,4,1,2016-06-23,0.01,1,61,0,
12645034,Bright large Rum in Stockholm,68678816,Lidya,,Farsta,59.25626,18.08265,Private room,550,2,17,2017-09-05,0.23,1,0,0,
12675794,Central and family friendly apt,67403524,Leif,,Norrmalms,59.33966,18.05325,Entire home/apt,1824,3,14,2020-02-28,0.19,1,3,0,
12679480,"Apartment in the middle of So-Fo, Södermalm, 67sqm",27419464,Jesper,,Södermalms,59.313091,18.07708,Entire home/apt,1942,1,6,2022-06-22,6,1,311,6,
12679511,For children & Well connected,67085031,Petter,,Södermalms,59.3106,18.06037,Entire home/apt,1337,5,16,2017-07-21,0.22,1,70,0,
12689040,Amazing 33 sqm in central Stockholm,67251753,Jenny,,Norrmalms,59.34717,18.05565,Private room,400,365,0,,,1,365,0,
12723397,Ljus och fräsh 2:a.,69180091,Janna,,Älvsjö,59.29054,17.99953,Entire home/apt,857,1,11,2017-06-10,0.15,1,236,0,
12723835,Rent my cozy apt! Best summer location in Sthlm!,6157327,Jenny,,Hägersten-Liljeholmens,59.31451,18.00568,Entire home/apt,887,3,14,2022-05-27,0.20,1,344,4,
12787874,Great located/central nice room trendy Södermalm,44813548,Martin,,Södermalms,59.31897,18.05084,Private room,469,13,13,2018-07-03,0.17,2,169,0,
12807694,Great apartment,69810217,Sofia And Marre,,Östermalms,59.3479,18.10731,Entire home/apt,999,6,163,2022-06-19,2.18,1,10,1,
12816207,"Villa Close  Sthlm City, Enskede",44101136,Håkan,,Skarpnäcks,59.27793,18.10779,Entire home/apt,2300,3,0,,,1,297,0,
12822620,Beautiful apartment in Stockholm!,57351791,Alberto,,Södermalms,59.31841,18.03738,Entire home/apt,3208,7,11,2019-07-30,0.15,1,12,0,
12828993,Nice and light room in the top of the building,17749108,Eva,,Södermalms,59.31332,18.06171,Private room,650,2,89,2020-03-01,1.19,1,22,0,
12839976,Familjevilla nära T-bana och natur,70110018,Hannah,,Hägersten-Liljeholmens,59.30345,17.95929,Entire home/apt,1643,4,10,2022-04-18,0.15,1,38,2,
12879928,Private room in slick new apartment near Södermalm,824706,Per-Ola,,Farsta,59.2627,18.08765,Private room,390,2,26,2022-06-13,0.36,1,212,4,
12884891,2Room apartment in popular SOFOarea,70512831,Malin,,Södermalms,59.31592,18.09186,Entire home/apt,1150,4,33,2019-10-14,0.45,1,59,0,
12897382,Central top floor apartment next to archipelago,70635726,Roy,,Östermalms,59.35713,18.0872,Entire home/apt,792,14,0,,,1,69,0,
12910536,Cosy apartment near Stockholm Central,70770699,Amr,,Farsta,59.23664,18.09241,Entire home/apt,1200,3,0,,,1,364,0,
12925473,Sekelskiftes 4:a i Vasastan,31161414,Michael,,Norrmalms,59.34313,18.04156,Entire home/apt,1500,2,34,2019-08-12,0.47,1,0,0,
12927342,Villa Flysta,1082899,Daniel,,Spånga-Tensta,59.36795,17.89479,Entire home/apt,2200,3,3,2019-06-08,0.04,1,357,0,
12927843,City Center Apartment by the sea,53335560,Tomas,,Kungsholmens,59.34054,18.0095,Entire home/apt,799,2,48,2021-11-07,0.65,1,177,1,
12949236,Härligt rum i Enskede,71134365,Alexandra,,Enskede-Årsta-Vantörs,59.2845,18.06215,Private room,3000,1,0,,,1,0,0,
12950394,Nature & urban vibes in Stockholm!,35532498,Ingrid,,Hägersten-Liljeholmens,59.31692,18.00877,Entire home/apt,1514,4,13,2022-06-06,1.80,1,27,13,
12964822,Charming flat in close proximity to everything!,33184487,Per,,Norrmalms,59.33898,18.03844,Entire home/apt,2000,8,4,2017-06-20,0.05,1,358,0,
12968886,Big apartment in Sthlms nicest area,71338584,Adnan,,Södermalms,59.31337,18.07973,Entire home/apt,2200,3,48,2022-01-04,0.65,1,23,9,
12987910,Cozy apartment in quiet area,62983582,Louise,,Skärholmens,59.29237,17.944,Private room,420,2,189,2022-06-16,2.60,1,101,42,
12992455,World class neighborhood -  best for 2,70821530,Antti,,Södermalms,59.31663,18.05453,Entire home/apt,1319,3,61,2019-09-03,0.82,1,0,0,
13012029,"Large house in Solhem, Spånga",71794370,Jessica,,Spånga-Tensta,59.38218,17.8754,Entire home/apt,2000,3,16,2018-12-28,0.22,1,241,0,
13018074,Lux. penthouse in SoFo with 2 large balconies,6142107,Sara,,Södermalms,59.31474,18.0807,Entire home/apt,3743,30,0,,,1,114,0,
13034357,＃SoFo Chill & Explore - Everything Minutes Away,38896757,Emil,,Södermalms,59.31387,18.08038,Entire home/apt,1690,2,22,2021-11-20,0.30,1,0,2,
13034875,"Rörstrandsgatan, Birkastan",6649978,Pia,,Norrmalms,59.34022,18.03029,Entire home/apt,500,240,0,,,1,0,0,
13058766,Extraordinary peaceful clean room,27261167,Maria,,Älvsjö,59.29014,17.99926,Private room,900,1,1,2016-05-30,0.01,1,364,0,
13061179,"House with garden, close to water",72345572,Matilda,,Skärholmens,59.27931,17.87628,Entire home/apt,1283,4,9,2022-06-06,0.12,1,0,4,
13118419,Apartment in central Stockholm,58307187,Johan,,Södermalms,59.30805,18.083,Entire home/apt,1100,4,11,2022-06-22,0.16,1,0,4,
13119838,Lovely family friendly villa near city center,10939904,Susanna & Marcus,,Älvsjö,59.27844,17.98953,Entire home/apt,1600,7,11,2019-08-10,0.18,1,13,0,
13134884,Beautiful 2 bedroom apartment in central Stockholm,73171744,Navid,,Kungsholmens,59.33388,18.04351,Entire home/apt,1500,3,19,2019-08-17,0.26,1,176,0,
13145476,I room apt close to the water,39502179,Richard,,Kungsholmens,59.33707,17.99914,Entire home/apt,950,2,0,,,2,159,0,
13161603,Nice apartment in trendy SOFO at Södermalm,73501587,Ulrika,,Södermalms,59.30845,18.08277,Entire home/apt,1200,3,39,2021-08-28,0.53,2,0,1,
13180677,"Light and airy in the heart of SOFO, Södermalm ",38680120,Andreas,,Södermalms,59.31356,18.08468,Entire home/apt,800,3,97,2022-05-07,1.32,1,4,2,
13190000,Södermalm Mariatorget 110 m2,53837251,Patrik,,Södermalms,59.31745,18.06725,Entire home/apt,2638,5,15,2021-07-31,0.21,1,0,3,
13195404,5 Room apartment in the city center of Stockholm.,22492533,Jonas,,Norrmalms,59.33919,18.06015,Entire home/apt,6950,2,27,2022-06-19,0.37,1,343,4,
13203647,"Lovely room in central Stockholm, hotel-feeling",73974316,Katarina,,Östermalms,59.35283,18.06346,Entire home/apt,950,4,53,2022-06-14,0.74,1,41,19,
13204712,Härligt hörn radhus med bubbelpool.,3513577,Ankie,,Farsta,59.23656,18.10763,Entire home/apt,2455,3,4,2017-09-07,0.06,1,358,0,
13245059,"Modern style, family friendly, near lake & City",74446491,Fredrik,,Farsta,59.25036,18.11489,Entire home/apt,1350,7,25,2021-08-02,0.34,1,3,3,
13287657,4 rooms apartment in Sofo.,74960337,Caroline,,Södermalms,59.31525,18.08384,Entire home/apt,2000,6,0,,,1,0,0,
13342484,"Super-central, cozy apartment in trendy Sofo!",22582615,Johanna,,Södermalms,59.31028,18.07664,Entire home/apt,1161,7,5,2018-07-23,0.07,1,9,0,
13373854,Fresh apartment for long-term stay,4922434,Julia,,Skärholmens,59.27666,17.87562,Entire home/apt,681,10,16,2021-07-18,0.23,3,85,1,
13376978,Great Junior 1 bedroom Apartment,17371921,Matt,,Kungsholmens,59.33703,18.03103,Entire home/apt,1132,1,20,2022-04-30,0.28,3,278,5,
13385009,Cosy apartment in  Sofo,76074402,Ulrika,,Södermalms,59.30883,18.08525,Entire home/apt,900,3,19,2019-08-30,0.26,1,18,0,
13393953,Charming two levelapartment with outstanding view.,9842,Elin,,Hägersten-Liljeholmens,59.30842,18.00548,Entire home/apt,800,3,33,2022-01-06,0.46,1,0,4,
13451059,Cozy room at perfect location,49712743,Jonatan,,Enskede-Årsta-Vantörs,59.29925,18.07917,Private room,449,2,73,2018-09-01,1.03,3,0,0,
